지역,latitude,longitude,날짜,연도,분기,지표,값
부산광역시,35.1796,129.0756,2020-01-01,2020,Q1,전출률,16.5
대구광역시,35.8714,128.6014,2020-01-01,2020,Q1,전출률,16.5
인천광역시,37.4563,126.7052,2020-01-01,2020,Q1,전출률,16.3
광주광역시,35.1595,126.8526,2020-01-01,2020,Q1,전출률,17.9
대전광역시,36.3504,127.3845,2020-01-01,2020,Q1,전출률,19.4
울산광역시,35.5384,129.3114,2020-01-01,2020,Q1,전출률,15.9
세종특별자치시,36.48,127.289,2020-01-01,2020,Q1,전출률,23.2
경기도,37.4138,127.5183,2020-01-01,2020,Q1,전출률,16.8
강원특별자치도,37.8225,128.1555,2020-01-01,2020,Q1,전출률,18.2
충청북도,36.6297,127.921,2020-01-01,2020,Q1,전출률,16.4
충청남도,36.6353,126.7404,2020-01-01,2020,Q1,전출률,15.7
전북특별자치도,35.8175,127.14,2020-01-01,2020,Q1,전출률,16.6
전라남도,34.8006,126.2994,2020-01-01,2020,Q1,전출률,15.8
경상북도,36.1584,128.7364,2020-01-01,2020,Q1,전출률,15.4
경상남도,35.2354,128.6922,2020-01-01,2020,Q1,전출률,15.8
제주특별자치도,33.4996,126.5312,2020-01-01,2020,Q1,전출률,18.2
행정구역(시도)별,,,2020-01-01,2020,Q1,순이동률,순이동률(%)
전국,,,2020-01-01,2020,Q1,순이동률,0.0
서울특별시,,,2020-01-01,2020,Q1,순이동률,0.2
부산광역시,35.1796,129.0756,2020-01-01,2020,Q1,순이동률,-0.2
대구광역시,35.8714,128.6014,2020-01-01,2020,Q1,순이동률,-0.6
인천광역시,37.4563,126.7052,2020-01-01,2020,Q1,순이동률,-0.6
광주광역시,35.1595,126.8526,2020-01-01,2020,Q1,순이동률,-0.2
대전광역시,36.3504,127.3845,2020-01-01,2020,Q1,순이동률,-0.9
울산광역시,35.5384,129.3114,2020-01-01,2020,Q1,순이동률,-1.4
세종특별자치시,36.48,127.289,2020-01-01,2020,Q1,순이동률,4.2
경기도,37.4138,127.5183,2020-01-01,2020,Q1,순이동률,1.4
강원특별자치도,37.8225,128.1555,2020-01-01,2020,Q1,순이동률,-0.4
충청북도,36.6297,127.921,2020-01-01,2020,Q1,순이동률,-0.4
충청남도,36.6353,126.7404,2020-01-01,2020,Q1,순이동률,-0.6
전북특별자치도,35.8175,127.14,2020-01-01,2020,Q1,순이동률,-1.0
전라남도,34.8006,126.2994,2020-01-01,2020,Q1,순이동률,-1.6
경상북도,36.1584,128.7364,2020-01-01,2020,Q1,순이동률,-1.5
경상남도,35.2354,128.6922,2020-01-01,2020,Q1,순이동률,-0.7
제주특별자치도,33.4996,126.5312,2020-01-01,2020,Q1,순이동률,-0.3
행정구역(시도)별,,,2020-04-01,2020,Q2,전입률,총전입률(%)
전국,,,2020-04-01,2020,Q2,전입률,14.0
서울특별시,,,2020-04-01,2020,Q2,전입률,15.4
부산광역시,35.1796,129.0756,2020-04-01,2020,Q2,전입률,13.4
대구광역시,35.8714,128.6014,2020-04-01,2020,Q2,전입률,13.1
인천광역시,37.4563,126.7052,2020-04-01,2020,Q2,전입률,14.9
광주광역시,35.1595,126.8526,2020-04-01,2020,Q2,전입률,15.3
대전광역시,36.3504,127.3845,2020-04-01,2020,Q2,전입률,15.2
울산광역시,35.5384,129.3114,2020-04-01,2020,Q2,전입률,11.2
세종특별자치시,36.48,127.289,2020-04-01,2020,Q2,전입률,15.4
경기도,37.4138,127.5183,2020-04-01,2020,Q2,전입률,15.1
강원특별자치도,37.8225,128.1555,2020-04-01,2020,Q2,전입률,13.7
충청북도,36.6297,127.921,2020-04-01,2020,Q2,전입률,13.6
충청남도,36.6353,126.7404,2020-04-01,2020,Q2,전입률,13.3
전북특별자치도,35.8175,127.14,2020-04-01,2020,Q2,전입률,12.8
전라남도,34.8006,126.2994,2020-04-01,2020,Q2,전입률,11.6
경상북도,36.1584,128.7364,2020-04-01,2020,Q2,전입률,11.4
경상남도,35.2354,128.6922,2020-04-01,2020,Q2,전입률,10.9
제주특별자치도,33.4996,126.5312,2020-04-01,2020,Q2,전입률,14.3
행정구역(시도)별,,,2020-04-01,2020,Q2,전출률,총전출률(%)
전국,,,2020-04-01,2020,Q2,전출률,14.0
서울특별시,,,2020-04-01,2020,Q2,전출률,16.0
부산광역시,35.1796,129.0756,2020-04-01,2020,Q2,전출률,13.9
대구광역시,35.8714,128.6014,2020-04-01,2020,Q2,전출률,13.9
인천광역시,37.4563,126.7052,2020-04-01,2020,Q2,전출률,15.7
광주광역시,35.1595,126.8526,2020-04-01,2020,Q2,전출률,15.4
대전광역시,36.3504,127.3845,2020-04-01,2020,Q2,전출률,15.4
울산광역시,35.5384,129.3114,2020-04-01,2020,Q2,전출률,12.2
세종특별자치시,36.48,127.289,2020-04-01,2020,Q2,전출률,15.4
경기도,37.4138,127.5183,2020-04-01,2020,Q2,전출률,13.7
강원특별자치도,37.8225,128.1555,2020-04-01,2020,Q2,전출률,13.3
충청북도,36.6297,127.921,2020-04-01,2020,Q2,전출률,13.5
충청남도,36.6353,126.7404,2020-04-01,2020,Q2,전출률,13.2
전북특별자치도,35.8175,127.14,2020-04-01,2020,Q2,전출률,13.4
전라남도,34.8006,126.2994,2020-04-01,2020,Q2,전출률,12.2
경상북도,36.1584,128.7364,2020-04-01,2020,Q2,전출률,12.2
경상남도,35.2354,128.6922,2020-04-01,2020,Q2,전출률,11.5
제주특별자치도,33.4996,126.5312,2020-04-01,2020,Q2,전출률,13.8
행정구역(시도)별,,,2020-04-01,2020,Q2,순이동률,순이동률(%)
전국,,,2020-04-01,2020,Q2,순이동률,0.0
서울특별시,,,2020-04-01,2020,Q2,순이동률,-0.6
부산광역시,35.1796,129.0756,2020-04-01,2020,Q2,순이동률,-0.5
대구광역시,35.8714,128.6014,2020-04-01,2020,Q2,순이동률,-0.8
인천광역시,37.4563,126.7052,2020-04-01,2020,Q2,순이동률,-0.8
광주광역시,35.1595,126.8526,2020-04-01,2020,Q2,순이동률,-0.2
대전광역시,36.3504,127.3845,2020-04-01,2020,Q2,순이동률,-0.2
울산광역시,35.5384,129.3114,2020-04-01,2020,Q2,순이동률,-1.0
세종특별자치시,36.48,127.289,2020-04-01,2020,Q2,순이동률,0.0
경기도,37.4138,127.5183,2020-04-01,2020,Q2,순이동률,1.4
강원특별자치도,37.8225,128.1555,2020-04-01,2020,Q2,순이동률,0.4
충청북도,36.6297,127.921,2020-04-01,2020,Q2,순이동률,0.1
충청남도,36.6353,126.7404,2020-04-01,2020,Q2,순이동률,0.1
전북특별자치도,35.8175,127.14,2020-04-01,2020,Q2,순이동률,-0.6
전라남도,34.8006,126.2994,2020-04-01,2020,Q2,순이동률,-0.6
경상북도,36.1584,128.7364,2020-04-01,2020,Q2,순이동률,-0.7
경상남도,35.2354,128.6922,2020-04-01,2020,Q2,순이동률,-0.6
제주특별자치도,33.4996,126.5312,2020-04-01,2020,Q2,순이동률,0.4
행정구역(시도)별,,,2020-07-01,2020,Q3,전입률,총전입률(%)
전국,,,2020-07-01,2020,Q3,전입률,14.1
서울특별시,,,2020-07-01,2020,Q3,전입률,15.3
부산광역시,35.1796,129.0756,2020-07-01,2020,Q3,전입률,13.7
대구광역시,35.8714,128.6014,2020-07-01,2020,Q3,전입률,13.7
인천광역시,37.4563,126.7052,2020-07-01,2020,Q3,전입률,14.9
광주광역시,35.1595,126.8526,2020-07-01,2020,Q3,전입률,14.1
대전광역시,36.3504,127.3845,2020-07-01,2020,Q3,전입률,14.2
울산광역시,35.5384,129.3114,2020-07-01,2020,Q3,전입률,10.3
세종특별자치시,36.48,127.289,2020-07-01,2020,Q3,전입률,18.7
경기도,37.4138,127.5183,2020-07-01,2020,Q3,전입률,16.0
강원특별자치도,37.8225,128.1555,2020-07-01,2020,Q3,전입률,12.9
충청북도,36.6297,127.921,2020-07-01,2020,Q3,전입률,12.6
충청남도,36.6353,126.7404,2020-07-01,2020,Q3,전입률,12.6
전북특별자치도,35.8175,127.14,2020-07-01,2020,Q3,전입률,13.2
전라남도,34.8006,126.2994,2020-07-01,2020,Q3,전입률,12.1
경상북도,36.1584,128.7364,2020-07-01,2020,Q3,전입률,10.4
경상남도,35.2354,128.6922,2020-07-01,2020,Q3,전입률,10.5
제주특별자치도,33.4996,126.5312,2020-07-01,2020,Q3,전입률,12.9
행정구역(시도)별,,,2020-07-01,2020,Q3,전출률,총전출률(%)
전국,,,2020-07-01,2020,Q3,전출률,14.1
서울특별시,,,2020-07-01,2020,Q3,전출률,16.3
부산광역시,35.1796,129.0756,2020-07-01,2020,Q3,전출률,14.1
대구광역시,35.8714,128.6014,2020-07-01,2020,Q3,전출률,13.8
인천광역시,37.4563,126.7052,2020-07-01,2020,Q3,전출률,15.7
광주광역시,35.1595,126.8526,2020-07-01,2020,Q3,전출률,14.4
대전광역시,36.3504,127.3845,2020-07-01,2020,Q3,전출률,14.8
울산광역시,35.5384,129.3114,2020-07-01,2020,Q3,전출률,11.5
세종특별자치시,36.48,127.289,2020-07-01,2020,Q3,전출률,16.3
경기도,37.4138,127.5183,2020-07-01,2020,Q3,전출률,14.7
강원특별자치도,37.8225,128.1555,2020-07-01,2020,Q3,전출률,12.2
충청북도,36.6297,127.921,2020-07-01,2020,Q3,전출률,12.3
충청남도,36.6353,126.7404,2020-07-01,2020,Q3,전출률,12.4
전북특별자치도,35.8175,127.14,2020-07-01,2020,Q3,전출률,13.4
전라남도,34.8006,126.2994,2020-07-01,2020,Q3,전출률,12.5
경상북도,36.1584,128.7364,2020-07-01,2020,Q3,전출률,11.1
경상남도,35.2354,128.6922,2020-07-01,2020,Q3,전출률,11.1
제주특별자치도,33.4996,126.5312,2020-07-01,2020,Q3,전출률,12.0
행정구역(시도)별,,,2020-07-01,2020,Q3,순이동률,순이동률(%)
전국,,,2020-07-01,2020,Q3,순이동률,0.0
서울특별시,,,2020-07-01,2020,Q3,순이동률,-1.0
부산광역시,35.1796,129.0756,2020-07-01,2020,Q3,순이동률,-0.4
대구광역시,35.8714,128.6014,2020-07-01,2020,Q3,순이동률,-0.1
인천광역시,37.4563,126.7052,2020-07-01,2020,Q3,순이동률,-0.8
광주광역시,35.1595,126.8526,2020-07-01,2020,Q3,순이동률,-0.3
대전광역시,36.3504,127.3845,2020-07-01,2020,Q3,순이동률,-0.6
울산광역시,35.5384,129.3114,2020-07-01,2020,Q3,순이동률,-1.2
세종특별자치시,36.48,127.289,2020-07-01,2020,Q3,순이동률,2.4
경기도,37.4138,127.5183,2020-07-01,2020,Q3,순이동률,1.3
강원특별자치도,37.8225,128.1555,2020-07-01,2020,Q3,순이동률,0.7
충청북도,36.6297,127.921,2020-07-01,2020,Q3,순이동률,0.3
충청남도,36.6353,126.7404,2020-07-01,2020,Q3,순이동률,0.2
전북특별자치도,35.8175,127.14,2020-07-01,2020,Q3,순이동률,-0.2
전라남도,34.8006,126.2994,2020-07-01,2020,Q3,순이동률,-0.4
경상북도,36.1584,128.7364,2020-07-01,2020,Q3,순이동률,-0.7
경상남도,35.2354,128.6922,2020-07-01,2020,Q3,순이동률,-0.5
제주특별자치도,33.4996,126.5312,2020-07-01,2020,Q3,순이동률,0.9
행정구역(시도)별,,,2020-10-01,2020,Q4,전입률,총전입률(%)
전국,,,2020-10-01,2020,Q4,전입률,15.0
서울특별시,,,2020-10-01,2020,Q4,전입률,15.8
부산광역시,35.1796,129.0756,2020-10-01,2020,Q4,전입률,15.0
대구광역시,35.8714,128.6014,2020-10-01,2020,Q4,전입률,15.0
인천광역시,37.4563,126.7052,2020-10-01,2020,Q4,전입률,15.4
광주광역시,35.1595,126.8526,2020-10-01,2020,Q4,전입률,15.5
대전광역시,36.3504,127.3845,2020-10-01,2020,Q4,전입률,15.7
울산광역시,35.5384,129.3114,2020-10-01,2020,Q4,전입률,11.9
세종특별자치시,36.48,127.289,2020-10-01,2020,Q4,전입률,29.8
경기도,37.4138,127.5183,2020-10-01,2020,Q4,전입률,15.9
강원특별자치도,37.8225,128.1555,2020-10-01,2020,Q4,전입률,14.2
충청북도,36.6297,127.921,2020-10-01,2020,Q4,전입률,15.7
충청남도,36.6353,126.7404,2020-10-01,2020,Q4,전입률,13.5
전북특별자치도,35.8175,127.14,2020-10-01,2020,Q4,전입률,13.8
전라남도,34.8006,126.2994,2020-10-01,2020,Q4,전입률,13.9
경상북도,36.1584,128.7364,2020-10-01,2020,Q4,전입률,12.5
경상남도,35.2354,128.6922,2020-10-01,2020,Q4,전입률,11.8
제주특별자치도,33.4996,126.5312,2020-10-01,2020,Q4,전입률,14.0
행정구역(시도)별,,,2020-10-01,2020,Q4,전출률,총전출률(%)
전국,,,2020-10-01,2020,Q4,전출률,15.0
서울특별시,,,2020-10-01,2020,Q4,전출률,17.1
부산광역시,35.1796,129.0756,2020-10-01,2020,Q4,전출률,15.6
대구광역시,35.8714,128.6014,2020-10-01,2020,Q4,전출률,16.2
인천광역시,37.4563,126.7052,2020-10-01,2020,Q4,전출률,15.3
광주광역시,35.1595,126.8526,2020-10-01,2020,Q4,전출률,16.5
대전광역시,36.3504,127.3845,2020-10-01,2020,Q4,전출률,17.1
울산광역시,35.5384,129.3114,2020-10-01,2020,Q4,전출률,13.2
세종특별자치시,36.48,127.289,2020-10-01,2020,Q4,전출률,21.4
경기도,37.4138,127.5183,2020-10-01,2020,Q4,전출률,14.8
강원특별자치도,37.8225,128.1555,2020-10-01,2020,Q4,전출률,13.4
충청북도,36.6297,127.921,2020-10-01,2020,Q4,전출률,14.8
충청남도,36.6353,126.7404,2020-10-01,2020,Q4,전출률,13.1
전북특별자치도,35.8175,127.14,2020-10-01,2020,Q4,전출률,13.9
전라남도,34.8006,126.2994,2020-10-01,2020,Q4,전출률,13.4
경상북도,36.1584,128.7364,2020-10-01,2020,Q4,전출률,12.2
경상남도,35.2354,128.6922,2020-10-01,2020,Q4,전출률,12.0
제주특별자치도,33.4996,126.5312,2020-10-01,2020,Q4,전출률,12.9
행정구역(시도)별,,,2020-10-01,2020,Q4,순이동률,순이동률(%)
전국,,,2020-10-01,2020,Q4,순이동률,0.0
서울특별시,,,2020-10-01,2020,Q4,순이동률,-1.3
부산광역시,35.1796,129.0756,2020-10-01,2020,Q4,순이동률,-0.6
대구광역시,35.8714,128.6014,2020-10-01,2020,Q4,순이동률,-1.2
인천광역시,37.4563,126.7052,2020-10-01,2020,Q4,순이동률,0.1
광주광역시,35.1595,126.8526,2020-10-01,2020,Q4,순이동률,-1.0
대전광역시,36.3504,127.3845,2020-10-01,2020,Q4,순이동률,-1.4
울산광역시,35.5384,129.3114,2020-10-01,2020,Q4,순이동률,-1.3
세종특별자치시,36.48,127.289,2020-10-01,2020,Q4,순이동률,8.3
경기도,37.4138,127.5183,2020-10-01,2020,Q4,순이동률,1.1
강원특별자치도,37.8225,128.1555,2020-10-01,2020,Q4,순이동률,0.8
충청북도,36.6297,127.921,2020-10-01,2020,Q4,순이동률,0.8
충청남도,36.6353,126.7404,2020-10-01,2020,Q4,순이동률,0.3
전북특별자치도,35.8175,127.14,2020-10-01,2020,Q4,순이동률,-0.1
전라남도,34.8006,126.2994,2020-10-01,2020,Q4,순이동률,0.6
경상북도,36.1584,128.7364,2020-10-01,2020,Q4,순이동률,0.3
경상남도,35.2354,128.6922,2020-10-01,2020,Q4,순이동률,-0.2
제주특별자치도,33.4996,126.5312,2020-10-01,2020,Q4,순이동률,1.1
행정구역(시도)별,,,2021-01-01,2021,Q1,전입률,총전입률(%)
전국,,,2021-01-01,2021,Q1,전입률,16.4
서울특별시,,,2021-01-01,2021,Q1,전입률,17.4
부산광역시,35.1796,129.0756,2021-01-01,2021,Q1,전입률,15.7
대구광역시,35.8714,128.6014,2021-01-01,2021,Q1,전입률,15.5
인천광역시,37.4563,126.7052,2021-01-01,2021,Q1,전입률,15.2
광주광역시,35.1595,126.8526,2021-01-01,2021,Q1,전입률,17.4
대전광역시,36.3504,127.3845,2021-01-01,2021,Q1,전입률,17.4
울산광역시,35.5384,129.3114,2021-01-01,2021,Q1,전입률,13.9
세종특별자치시,36.48,127.289,2021-01-01,2021,Q1,전입률,25.2
경기도,37.4138,127.5183,2021-01-01,2021,Q1,전입률,17.7
강원특별자치도,37.8225,128.1555,2021-01-01,2021,Q1,전입률,15.2
충청북도,36.6297,127.921,2021-01-01,2021,Q1,전입률,15.8
충청남도,36.6353,126.7404,2021-01-01,2021,Q1,전입률,15.7
전북특별자치도,35.8175,127.14,2021-01-01,2021,Q1,전입률,14.3
전라남도,34.8006,126.2994,2021-01-01,2021,Q1,전입률,14.9
경상북도,36.1584,128.7364,2021-01-01,2021,Q1,전입률,14.6
경상남도,35.2354,128.6922,2021-01-01,2021,Q1,전입률,13.8
제주특별자치도,33.4996,126.5312,2021-01-01,2021,Q1,전입률,18.0
행정구역(시도)별,,,2021-01-01,2021,Q1,전출률,총전출률(%)
전국,,,2021-01-01,2021,Q1,전출률,16.4
서울특별시,,,2021-01-01,2021,Q1,전출률,18.5
부산광역시,35.1796,129.0756,2021-01-01,2021,Q1,전출률,16.3
대구광역시,35.8714,128.6014,2021-01-01,2021,Q1,전출률,16.8
인천광역시,37.4563,126.7052,2021-01-01,2021,Q1,전출률,15.4
광주광역시,35.1595,126.8526,2021-01-01,2021,Q1,전출률,18.4
대전광역시,36.3504,127.3845,2021-01-01,2021,Q1,전출률,18.2
울산광역시,35.5384,129.3114,2021-01-01,2021,Q1,전출률,15.9
세종특별자치시,36.48,127.289,2021-01-01,2021,Q1,전출률,20.3
경기도,37.4138,127.5183,2021-01-01,2021,Q1,전출률,15.9
강원특별자치도,37.8225,128.1555,2021-01-01,2021,Q1,전출률,15.6
충청북도,36.6297,127.921,2021-01-01,2021,Q1,전출률,16.1
충청남도,36.6353,126.7404,2021-01-01,2021,Q1,전출률,15.7
전북특별자치도,35.8175,127.14,2021-01-01,2021,Q1,전출률,14.8
전라남도,34.8006,126.2994,2021-01-01,2021,Q1,전출률,15.1
경상북도,36.1584,128.7364,2021-01-01,2021,Q1,전출률,14.6
경상남도,35.2354,128.6922,2021-01-01,2021,Q1,전출률,14.4
제주특별자치도,33.4996,126.5312,2021-01-01,2021,Q1,전출률,17.6
행정구역(시도)별,,,2021-01-01,2021,Q1,순이동률,순이동률(%)
전국,,,2021-01-01,2021,Q1,순이동률,0.0
서울특별시,,,2021-01-01,2021,Q1,순이동률,-1.1
부산광역시,35.1796,129.0756,2021-01-01,2021,Q1,순이동률,-0.6
대구광역시,35.8714,128.6014,2021-01-01,2021,Q1,순이동률,-1.3
인천광역시,37.4563,126.7052,2021-01-01,2021,Q1,순이동률,-0.2
광주광역시,35.1595,126.8526,2021-01-01,2021,Q1,순이동률,-0.9
대전광역시,36.3504,127.3845,2021-01-01,2021,Q1,순이동률,-0.9
울산광역시,35.5384,129.3114,2021-01-01,2021,Q1,순이동률,-2.0
세종특별자치시,36.48,127.289,2021-01-01,2021,Q1,순이동률,4.9
경기도,37.4138,127.5183,2021-01-01,2021,Q1,순이동률,1.7
강원특별자치도,37.8225,128.1555,2021-01-01,2021,Q1,순이동률,-0.4
충청북도,36.6297,127.921,2021-01-01,2021,Q1,순이동률,-0.4
충청남도,36.6353,126.7404,2021-01-01,2021,Q1,순이동률,0.1
전북특별자치도,35.8175,127.14,2021-01-01,2021,Q1,순이동률,-0.6
전라남도,34.8006,126.2994,2021-01-01,2021,Q1,순이동률,-0.2
경상북도,36.1584,128.7364,2021-01-01,2021,Q1,순이동률,0.0
경상남도,35.2354,128.6922,2021-01-01,2021,Q1,순이동률,-0.6
제주특별자치도,33.4996,126.5312,2021-01-01,2021,Q1,순이동률,0.4
행정구역(시도)별,,,2021-04-01,2021,Q2,전입률,총전입률(%)
전국,,,2021-04-01,2021,Q2,전입률,13.2
서울특별시,,,2021-04-01,2021,Q2,전입률,14.2
부산광역시,35.1796,129.0756,2021-04-01,2021,Q2,전입률,13.0
대구광역시,35.8714,128.6014,2021-04-01,2021,Q2,전입률,11.6
인천광역시,37.4563,126.7052,2021-04-01,2021,Q2,전입률,14.5
광주광역시,35.1595,126.8526,2021-04-01,2021,Q2,전입률,14.0
대전광역시,36.3504,127.3845,2021-04-01,2021,Q2,전입률,12.7
울산광역시,35.5384,129.3114,2021-04-01,2021,Q2,전입률,10.7
세종특별자치시,36.48,127.289,2021-04-01,2021,Q2,전입률,16.3
경기도,37.4138,127.5183,2021-04-01,2021,Q2,전입률,14.3
강원특별자치도,37.8225,128.1555,2021-04-01,2021,Q2,전입률,13.2
충청북도,36.6297,127.921,2021-04-01,2021,Q2,전입률,13.2
충청남도,36.6353,126.7404,2021-04-01,2021,Q2,전입률,12.9
전북특별자치도,35.8175,127.14,2021-04-01,2021,Q2,전입률,11.6
전라남도,34.8006,126.2994,2021-04-01,2021,Q2,전입률,11.1
경상북도,36.1584,128.7364,2021-04-01,2021,Q2,전입률,11.6
경상남도,35.2354,128.6922,2021-04-01,2021,Q2,전입률,10.6
제주특별자치도,33.4996,126.5312,2021-04-01,2021,Q2,전입률,12.8
행정구역(시도)별,,,2021-04-01,2021,Q2,전출률,총전출률(%)
전국,,,2021-04-01,2021,Q2,전출률,13.2
서울특별시,,,2021-04-01,2021,Q2,전출률,15.3
부산광역시,35.1796,129.0756,2021-04-01,2021,Q2,전출률,13.6
대구광역시,35.8714,128.6014,2021-04-01,2021,Q2,전출률,12.7
인천광역시,37.4563,126.7052,2021-04-01,2021,Q2,전출률,14.4
광주광역시,35.1595,126.8526,2021-04-01,2021,Q2,전출률,14.5
대전광역시,36.3504,127.3845,2021-04-01,2021,Q2,전출률,13.4
울산광역시,35.5384,129.3114,2021-04-01,2021,Q2,전출률,11.8
세종특별자치시,36.48,127.289,2021-04-01,2021,Q2,전출률,14.1
경기도,37.4138,127.5183,2021-04-01,2021,Q2,전출률,13.4
강원특별자치도,37.8225,128.1555,2021-04-01,2021,Q2,전출률,12.6
충청북도,36.6297,127.921,2021-04-01,2021,Q2,전출률,12.4
충청남도,36.6353,126.7404,2021-04-01,2021,Q2,전출률,12.2
전북특별자치도,35.8175,127.14,2021-04-01,2021,Q2,전출률,11.6
전라남도,34.8006,126.2994,2021-04-01,2021,Q2,전출률,11.2
경상북도,36.1584,128.7364,2021-04-01,2021,Q2,전출률,11.1
경상남도,35.2354,128.6922,2021-04-01,2021,Q2,전출률,10.8
제주특별자치도,33.4996,126.5312,2021-04-01,2021,Q2,전출률,11.9
행정구역(시도)별,,,2021-04-01,2021,Q2,순이동률,순이동률(%)
전국,,,2021-04-01,2021,Q2,순이동률,0.0
서울특별시,,,2021-04-01,2021,Q2,순이동률,-1.1
부산광역시,35.1796,129.0756,2021-04-01,2021,Q2,순이동률,-0.6
대구광역시,35.8714,128.6014,2021-04-01,2021,Q2,순이동률,-1.1
인천광역시,37.4563,126.7052,2021-04-01,2021,Q2,순이동률,0.0
광주광역시,35.1595,126.8526,2021-04-01,2021,Q2,순이동률,-0.5
대전광역시,36.3504,127.3845,2021-04-01,2021,Q2,순이동률,-0.7
울산광역시,35.5384,129.3114,2021-04-01,2021,Q2,순이동률,-1.1
세종특별자치시,36.48,127.289,2021-04-01,2021,Q2,순이동률,2.2
경기도,37.4138,127.5183,2021-04-01,2021,Q2,순이동률,1.0
강원특별자치도,37.8225,128.1555,2021-04-01,2021,Q2,순이동률,0.6
충청북도,36.6297,127.921,2021-04-01,2021,Q2,순이동률,0.8
충청남도,36.6353,126.7404,2021-04-01,2021,Q2,순이동률,0.6
전북특별자치도,35.8175,127.14,2021-04-01,2021,Q2,순이동률,0.0
전라남도,34.8006,126.2994,2021-04-01,2021,Q2,순이동률,-0.1
경상북도,36.1584,128.7364,2021-04-01,2021,Q2,순이동률,0.5
경상남도,35.2354,128.6922,2021-04-01,2021,Q2,순이동률,-0.2
제주특별자치도,33.4996,126.5312,2021-04-01,2021,Q2,순이동률,0.8
행정구역(시도)별,,,2021-07-01,2021,Q3,전입률,총전입률(%)
전국,,,2021-07-01,2021,Q3,전입률,13.3
서울특별시,,,2021-07-01,2021,Q3,전입률,14.6
부산광역시,35.1796,129.0756,2021-07-01,2021,Q3,전입률,12.2
대구광역시,35.8714,128.6014,2021-07-01,2021,Q3,전입률,11.1
인천광역시,37.4563,126.7052,2021-07-01,2021,Q3,전입률,15.6
광주광역시,35.1595,126.8526,2021-07-01,2021,Q3,전입률,14.4
대전광역시,36.3504,127.3845,2021-07-01,2021,Q3,전입률,12.9
울산광역시,35.5384,129.3114,2021-07-01,2021,Q3,전입률,10.4
세종특별자치시,36.48,127.289,2021-07-01,2021,Q3,전입률,18.9
경기도,37.4138,127.5183,2021-07-01,2021,Q3,전입률,14.5
강원특별자치도,37.8225,128.1555,2021-07-01,2021,Q3,전입률,13.7
충청북도,36.6297,127.921,2021-07-01,2021,Q3,전입률,12.0
충청남도,36.6353,126.7404,2021-07-01,2021,Q3,전입률,12.6
전북특별자치도,35.8175,127.14,2021-07-01,2021,Q3,전입률,11.8
전라남도,34.8006,126.2994,2021-07-01,2021,Q3,전입률,10.8
경상북도,36.1584,128.7364,2021-07-01,2021,Q3,전입률,10.9
경상남도,35.2354,128.6922,2021-07-01,2021,Q3,전입률,10.2
제주특별자치도,33.4996,126.5312,2021-07-01,2021,Q3,전입률,12.7
행정구역(시도)별,,,2021-07-01,2021,Q3,전출률,총전출률(%)
전국,,,2021-07-01,2021,Q3,전출률,13.3
서울특별시,,,2021-07-01,2021,Q3,전출률,15.6
부산광역시,35.1796,129.0756,2021-07-01,2021,Q3,전출률,12.7
대구광역시,35.8714,128.6014,2021-07-01,2021,Q3,전출률,11.9
인천광역시,37.4563,126.7052,2021-07-01,2021,Q3,전출률,14.9
광주광역시,35.1595,126.8526,2021-07-01,2021,Q3,전출률,14.4
대전광역시,36.3504,127.3845,2021-07-01,2021,Q3,전출률,13.2
울산광역시,35.5384,129.3114,2021-07-01,2021,Q3,전출률,11.6
세종특별자치시,36.48,127.289,2021-07-01,2021,Q3,전출률,15.7
경기도,37.4138,127.5183,2021-07-01,2021,Q3,전출률,13.5
강원특별자치도,37.8225,128.1555,2021-07-01,2021,Q3,전출률,13.1
충청북도,36.6297,127.921,2021-07-01,2021,Q3,전출률,12.0
충청남도,36.6353,126.7404,2021-07-01,2021,Q3,전출률,12.4
